Entry,Protein,Gene,Urine,Plasma,Serum
M3WN53_FELCA,Stabilin 1,STAB1,19.6,18.1,18.8
A0A5F5Y3A1_FELCA,Stanniocalcin-1 (STC-1),STC1,20.7,18.5,18.6
M3XCB8_FELCA,Stomatin,STOM,20.1,18.9,18.1
A0A337SUF8_FELCA,Stomatin,STOM,18.5,15.8,16.5
A0A2I2UP70_FELCA,Syntaxin 3,STX3,20.6,19.9,20.1
M3VWX8_FELCA,Syntaxin-binding protein 2 (Protein unc-18 homolog 2) (Protein unc-18 homolog B),STXBP2,26.1,24.8,22.7
A0A337RXK1_FELCA,Arylsulfatase (EC 3.1.6.1) (EC 3.1.6.14) (N-acetylglucosamine-6-sulfatase),SULF2,24.6,21.5,21.9
M3WBD8_FELCA,Sushi domain containing 2,SUSD2,21.5,18.3,16.7
A0A5F5XF46_FELCA,Sushi domain containing 5,SUSD5,21.4,19.2,17.7
M3VZE1_FELCA,Sushi domain containing 5,SUSD5,23.2,19.2,18.9
M3WVG6_FELCA,Synapse associated protein 1,SYAP1,21.5,21.8,22.7
A0A5F5Y1D6_FELCA,MARVEL domain-containing protein,SYPL1,21.8,21,21.5
A0A5F5XQX5_FELCA,Transgelin,TAGLN2,20.8,20.1,20.3
A0A2I2U8C8_FELCA,TAR DNA-binding protein 43,TARDBP,17.2,18.7,19
A0A2I2UTP2_FELCA,TBC1 domain family member 31,TBC1D31,23.4,15.8,15.7
A0A337SNU3_FELCA,TBC1 domain family member 32,TBC1D32,18.5,18.3,18.5
A0A5F5XD47_FELCA,TBC1 domain family member 8B,TBC1D8B,19.7,16.5,16.4
A0A5F5XJ51_FELCA,Transcobalamin-2 (Transcobalamin II),TCN2,22.6,22.7,22.5
M3X0W1_FELCA,Telomeric repeat-binding factor 2-interacting protein 1 (TERF2-interacting telomeric protein 1) (Repressor/activator protein 1 homolog),TERF2IP,23.6,24,23.4
A0A5F5XNI1_FELCA,Transferrin,TF,31.8,33.1,33.3
M3X260_FELCA,Transferrin,TF,25.5,26.8,26.9
A0A5F5XXX0_FELCA,Transferrin,TF,27,28.2,28.3
M3WBQ5_FELCA,Transferrin,TF,28.6,29,29.1
B4X8D7_FELCA,Trefoil factor 1 (Trefoil factor family peptide 1),TFF1,26.8,19.4,18.1
B4X8D8_FELCA,Trefoil factor 2,TFF2,26.1,19.7,19.5
M3WI50_FELCA,Tissue factor pathway inhibitor,TFPI,19.2,12.4,12.5
A0A5F5XDK9_FELCA,Tissue factor pathway inhibitor 2,TFPI2,25.9,18.5,18.4
TFR1_FELCA,Transferrin receptor protein 1 (TR) (TfR) (TfR1) (Trfr) (CD antigen CD71),TFRC,20.2,20.6,21
M3WKJ1_FELCA,Transforming growth factor-beta-induced protein ig-h3,TGFBI,23.6,23,23.4
A0A337SBT0_FELCA,TGF-beta receptor type-1 (EC 2.7.11.30) (Transforming growth factor-beta receptor type I),TGFBR1,21.1,19.1,18.3
A0A5F5XGQ1_FELCA,Serine/threonine-protein kinase receptor (EC 2.7.11.30),TGFBR2,22.1,20.1,21.2
A0A5F5XD94_FELCA,Protein-glutamine gamma-glutamyltransferase 2 (EC 2.3.2.13) (EC 3.5.1.44) (Isopeptidase TGM2) (Protein-glutamine deamidase TGM2) (Protein-glutamine dopaminyltransferase TGM2) (Protein-glutamine histaminyltransferase TGM2) (Protein-glutamine noradrenalinyltransferase TGM2) (Protein-glutamine serotonyltransferase TGM2) (Tissue transglutaminase) (Transglutaminase-2),TGM2,22.6,20.9,21.2
A0A2I2UM78_FELCA,Transglutaminase 5,TGM5,23.8,24.1,24.6
M3WF45_FELCA,Thrombospondin 1,THBS1,26,24.4,24.8
A0A2I2UG29_FELCA,Thrombospondin 2,THBS2,14.2,10,10.2
M3W148_FELCA,Thrombospondin 4,THBS4,18.8,18.9,18.9
A0A5F5XNC0_FELCA,Thymocyte selection associated family member 2,THEMIS2,18.9,18.2,18.3
A0A2I2UGV7_FELCA,Thy-1 membrane glycoprotein (Thy-1 antigen),THY1,26.4,20,19.8
A0A337S209_FELCA,receptor protein-tyrosine kinase (EC 2.7.10.1),TIE1,21.8,20.7,21.4
A0A337SK12_FELCA,T cell immunoreceptor with Ig and ITIM domains,TIGIT,20.1,15.5,14.8
A0A2I2UP29_FELCA,T cell immunoglobulin and mucin domain containing 4,TIMD4,28.2,21.2,20.7
A0A2I2U4F9_FELCA,Metalloproteinase inhibitor 1 (Tissue inhibitor of metalloproteinases 1),TIMP1,22.4,21.3,23.5
M3W949_FELCA,Metalloproteinase inhibitor 1 (Tissue inhibitor of metalloproteinases 1),TIMP1,23,22.1,23.4
A0A337SHQ6_FELCA,Metalloproteinase inhibitor 2 (Tissue inhibitor of metalloproteinases 2),TIMP2,22.4,22.1,23.3
A0A2I2UAQ8_FELCA,Metalloproteinase inhibitor 3 (Tissue inhibitor of metalloproteinases 3),TIMP3,21.3,19.7,19.5
A0A337SA15_FELCA,Tubulointerstitial nephritis antigen,TINAG,24.9,17,17.3
A0A337S5K9_FELCA,Tubulointerstitial nephritis antigen like 1,TINAGL1,20.9,11.6,11.4
A0A337S2N1_FELCA,Triokinase/FMN cyclase (EC 2.7.1.28) (EC 2.7.1.29) (EC 4.6.1.15) (Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)),TKFC,19.7,21.4,21.4
M3X940_FELCA,Triokinase/FMN cyclase (EC 2.7.1.28) (EC 2.7.1.29) (EC 4.6.1.15) (Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)),TKFC,19,13.3,13.3
A0A5F5Y1L1_FELCA,Transketolase (EC 2.2.1.1),TKT,21.6,19.5,18.9
A0A2I2V2A4_FELCA,Talin 1,TLN1,19.9,17.1,17.1
M3XFJ6_FELCA,Transmembrane 7 superfamily member 3,TM7SF3,22.9,21.5,21.4
M3WPL3_FELCA,Transmembrane and coiled-coil domains 5B,TMCO5B,19.6,12.2,12.9
A0A2I2UKF8_FELCA,Transmembrane p24 trafficking protein 7,TMED7,23.4,20.3,21
A0A2I2UFI9_FELCA,Transmembrane p24 trafficking protein 9,TMED9,16.5,15.9,15.5
M3WBR7_FELCA,Transmembrane protein 102,TMEM102,14.8,15.2,15
M3W5X2_FELCA,Transmembrane protein 106B,TMEM106B,24.1,13.4,15.2
A0A337S0Q7_FELCA,Transmembrane protein 123,TMEM123,18.3,12.5,11.7
A0A5F5XDF0_FELCA,Transmembrane protein 132A,TMEM132A,22,21.6,21.5
M3WP30_FELCA,Transmembrane protein 132A,TMEM132A,17.6,16.1,16.1
M3WSW8_FELCA,Transmembrane protein 256,TMEM256,21.1,12.1,12.2
A0A5F5XZP8_FELCA,Transmembrane protein 277,TMEM277 KLK1,31.8,18.9,19.4
A0A5F5XRV1_FELCA,Transmembrane protein 59,TMEM59,20.9,19,17.5
A0A2I2U348_FELCA,Transmembrane protein 9,TMEM9,18.8,11.1,10.8
M3W8X2_FELCA,Transmembrane serine protease 2,TMPRSS2,20.8,17.8,17.2
M3WTN0_FELCA,Transmembrane serine protease 6,TMPRSS6,16.6,17.1,17.3
A0A2I2UFV7_FELCA,Tenascin C,TNC,26.3,23,23.1
A0A2I2UUG3_FELCA,Tenascin C,TNC,22.7,20,20.6
A0A2I2UQD4_FELCA,TNF receptor superfamily member 11a,TNFRSF11A,21,17.9,17.7
A0A5F5XSD6_FELCA,TNF receptor superfamily member 14,TNFRSF14,21,20.2,18.9
A0A2I2V223_FELCA,Tumor necrosis factor receptor superfamily member 1A (Tumor necrosis factor receptor 1) (Tumor necrosis factor receptor type I) (p55) (p60),TNFRSF1A,16.9,12.3,13
A0A337SE86_FELCA,TNF receptor superfamily member 1B,TNFRSF1B,24.4,21.4,22.2
A0A5F5Y208_FELCA,TNF receptor superfamily member 4,TNFRSF4,18.4,17.6,18.1
A0A337SN48_FELCA,TNF superfamily member 12,TNFSF12,20.7,17.4,16.7
A0A337S3S3_FELCA,TNF superfamily member 13b,TNFSF13B,19.9,19.3,20
A0A337SCZ0_FELCA,Tenascin N,TNN,19.7,14.4,14.3
M3X9A1_FELCA,Triosephosphate isomerase (EC 5.3.1.1),TPI1,22.7,19.9,20.2
A0A2I2URE8_FELCA,Tropomyosin alpha-1 chain (Alpha-tropomyosin) (Tropomyosin-1),TPM1,16.6,15.2,15.6
A0A2I2U057_FELCA,Tropomyosin 3,TPM3,21.3,20.1,20.3
A0A2I2UY85_FELCA,Tropomyosin 3,TPM3,18.3,18.5,19.4
A0A5F5XI45_FELCA,Tropomyosin 3,TPM3,14.2,16.8,16.3
A0A337RXS4_FELCA,Nucleoprotein TPR,TPR,23.6,21.7,21.7
A0A337RUS6_FELCA,Triggering receptor expressed on myeloid cells like 1,TREML1,23.2,16.2,18.9
A0A2I2UQM8_FELCA,RING-type E3 ubiquitin transferase (EC 2.3.2.27),TRIM36,21,18.4,21.4
A0A337SU32_FELCA,Tumor susceptibility 101,TSG101,23,22.1,22.4
A0A337SC81_FELCA,"Tsukushi, small leucine rich proteoglycan",TSKU,18.1,17.6,17.8
M3VUZ7_FELCA,Tetraspanin,TSPAN1,23.3,20.3,18.8
A0A2I2UDW9_FELCA,Tetraspanin,TSPAN3,20.7,19.9,20.7
A0A2I2UB49_FELCA,Tetraspanin,TSPAN8,22.9,20.7,19.6
M3WPX9_FELCA,Tetratricopeptide repeat protein 38,TTC38,18,17.6,18.8
A0A337SAI4_FELCA,Titin,TTN,22.8,23.9,21.5
M3WEV9_FELCA,Transthyretin,TTR,28,31.2,31.2
A0A337S1Z7_FELCA,Protein tweety homolog,TTYH3,22,23.5,19.1
A0A2I2U1M4_FELCA,Tubulin alpha-1A chain,TUBA1A,21.5,22.2,22.6
A0A2I2UVC7_FELCA,Tubulin alpha chain,TUBA1A,20.1,18,18
A0A2I2UZ20_FELCA,Tubulin alpha chain,TUBA4A,20.9,18.7,18.3
A0A2I2UXF6_FELCA,Tubulin beta chain,TUBB2B,17.9,16.8,16.3
A0A2I2UBF3_FELCA,Tubulin beta chain,TUBB4A,20.2,19.9,20.4
A0A5F5XDY3_FELCA,Tubulin beta 4B class IVb,TUBB4B,20.4,14.5,14.3
A0A2I2UAT5_FELCA,Tubulin beta chain,TUBB6,23,19.3,19.4
A0A5F5XBV5_FELCA,Tubulin gamma complex associated protein 6,TUBGCP6,22.4,17.7,17.6
M3X4Y2_FELCA,Twisted gastrulation BMP signaling modulator 1,TWSG1,22.4,18.8,18.7
A0A337RU81_FELCA,Thioredoxin,TXN,23.1,19.8,20.8
A0A2I2V2Q8_FELCA,protein disulfide-isomerase (EC 5.3.4.1),TXNDC5,17.8,16.6,17.3
A0A2I2V0W1_FELCA,"Thioredoxin reductase 1, cytoplasmic (EC 1.11.1.2) (EC 1.8.1.9) (Peroxidase TXNRD1) (Thioredoxin reductase TR1)",TXNRD1,20.8,19.6,19
RL40_FELCA,Ubiquitin-ribosomal protein eL40 fusion protein (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40 (60S ribosomal protein L40) (CEP52)],UBA52 UBCEP2,26.9,22.1,22.2
A0A2I2UFV8_FELCA,E2 ubiquitin-conjugating enzyme (EC 2.3.2.23),UBE2G2,23.8,16.3,16.3
A0A337S307_FELCA,E2 ubiquitin-conjugating enzyme (EC 2.3.2.23),UBE2L3,16.1,13.1,14.4
M3X7A8_FELCA,Ubiquitin like 7,UBL7,21.1,13.6,14.1
M3VWB5_FELCA,UDP-glucose glycoprotein glucosyltransferase 1,UGGT1,21,20.9,21
M3W230_FELCA,Uromodulin,UMOD,32.4,21.2,21.4
A0A337S3Y7_FELCA,Uroplakin-1b (Uroplakin Ib),UPK1B,16.9,15.2,14.6
M3WUK1_FELCA,Uroplakin 2,UPK2,19,11.8,10.6
A0A5F5XVJ0_FELCA,Uroplakin 3A,UPK3A,17.1,16.5,14.7
A0A5F5XS01_FELCA,Ubiquitin-related modifier 1,URM1,18.2,17.1,18
A0A2I2U2G1_FELCA,USH1 protein network component harmonin,USH1C,13.5,13.9,12.8
A0A5F5Y2F0_FELCA,VAMP associated protein B and C,VAPB,21.5,17.6,17.6
M3WEQ2_FELCA,Vasorin,VASN,26.6,20,19.7
M3WIA9_FELCA,Vesicle amine transport 1,VAT1,20.9,21.1,21.4
A0A337RXZ6_FELCA,Vascular cell adhesion molecule 1,VCAM1,27.9,24.1,23.9
M3WED4_FELCA,Vascular cell adhesion molecule 1,VCAM1,25.4,20.6,20.5
A0A2I2UH10_FELCA,Versican core protein (Chondroitin sulfate proteoglycan core protein 2) (Large fibroblast proteoglycan) (PG-M),VCAN,17.4,15.5,14.9
M3VW05_FELCA,Transitional endoplasmic reticulum ATPase (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (Valosin-containing protein),VCP,19.5,18.7,18.3
A0A2I2UXU4_FELCA,Voltage-dependent anion-selective channel protein 1,VDAC1,23.6,23.1,23.7
M3X2J1_FELCA,Voltage-dependent anion-selective channel protein 2,VDAC2,23.6,19.6,19.9
A0A2I2V1K5_FELCA,Voltage-dependent anion-selective channel protein 3,VDAC3,21.1,17,17.5
M3VYE6_FELCA,Villin-1,VIL1,23.8,22.6,22.2
A0A2I2U8W9_FELCA,Vimentin,VIM,24.1,21.4,21.7
A0A337SUD5_FELCA,Vasoactive intestinal peptide receptor 1,VIPR1,19.3,14.3,14.5
A0A2I2UCX4_FELCA,Very low density lipoprotein receptor,VLDLR,18.2,11.5,11.5
M3W8U6_FELCA,Vitelline membrane outer layer 1 homolog,VMO1,26.8,21.8,21.6
A0A5F5XTH2_FELCA,Vanin 1,VNN1,23.4,25.2,25.1
A0A2I2UUX6_FELCA,Vanin 1,VNN1,24,25.8,25.7
A0A337S0D4_FELCA,Vanin 1,VNN1,20.8,23.2,23.2
A0A5F5XLU4_FELCA,Pantetheinase (EC 3.5.1.92) (Pantetheine hydrolase) (Vascular non-inflammatory molecule 1),VNN1,21.9,18.8,18
A0A5F5XLV1_FELCA,Pantetheinase (EC 3.5.1.92) (Pantetheine hydrolase) (Vascular non-inflammatory molecule 1),VNN1,21.2,17.6,17.5
A0A337SIC4_FELCA,Vacuolar protein sorting-associated protein 16 homolog,VPS16,19.5,18.4,17.4
A0A5F5XEZ3_FELCA,Vacuolar protein sorting-associated protein 18 homolog,VPS18,22.2,17.1,17.3
A0A5F5XGU3_FELCA,VPS18 core subunit of CORVET and HOPS complexes,VPS18,22.6,21.7,21
A0A2I2UFC7_FELCA,Vacuolar protein-sorting-associated protein 25 (ESCRT-II complex subunit VPS25),VPS25,19.1,16.4,16.3
A0A5F5XWJ8_FELCA,Vacuolar protein sorting-associated protein 28 homolog,VPS28,20,19.8,18.8
A0A337SJF6_FELCA,VPS37D subunit of ESCRT-I,VPS37D,20.3,18.9,18.4
A0A2I2UNJ3_FELCA,vesicle-fusing ATPase (EC 3.6.4.6),VPS4A,24.1,21.2,20.4
M3WXF7_FELCA,vesicle-fusing ATPase (EC 3.6.4.6),VPS4B,21,19,19.3
A0A5F5XJU3_FELCA,V-set and immunoglobulin domain containing 4,VSIG4,21,17.5,18
M3WEH0_FELCA,V-set and transmembrane domain containing 2B,VSTM2B,20.5,15.7,15.9
M3XCE8_FELCA,V-set and transmembrane domain containing 5,VSTM5,18.2,15.2,15.5
A0A337S1D0_FELCA,Vesicle trafficking 1,VTA1,21.9,21,21.1
M3W9I5_FELCA,Vitronectin,VTN,27.5,27.5,27.5
M3WSQ2_FELCA,von Willebrand factor A domain-containing protein 1,VWA1,19.1,17.2,17.7
M3XCS6_FELCA,von Willebrand factor C and EGF domains,VWCE,19.6,17.9,18.1
A0A061DD19_FELCA,von Willebrand factor (vWF),VWF,22.8,22.7,22.8
A0A337S7R6_FELCA,von Willebrand factor (vWF),VWF,15.6,15.9,13.7
M3W7M9_FELCA,WDFY family member 4,WDFY4,15.6,14.1,14.1
A0A2I2UEP1_FELCA,WD repeat domain 1,WDR1,21.8,21.8,22
A0A5F5XN85_FELCA,WD repeat-containing protein 37,WDR37,19.8,20.2,19.6
A0A337SCH3_FELCA,WAP four-disulfide core domain protein 2,WFDC2,28,14.6,16.2
M3W8X1_FELCA,X-prolyl aminopeptidase 2,XPNPEP2,17,12.3,14.9
M3VVC0_FELCA,Xylosyltransferase 1 (EC 2.4.2.26) (Peptide O-xylosyltransferase 1) (Xylosyltransferase I),XYLT1,20.3,15,14.3
M3VZR2_FELCA,YEATS domain containing 2,YEATS2,22.3,24.1,23.8
A0A5F5XCJ6_FELCA,Protein YIPF3 (YIP1 family member 3),YIPF3,28.4,16.5,17.4
M3WFK3_FELCA,14-3-3 protein beta/alpha,YWHAB,20.7,19.8,20.6
A0A337SCS9_FELCA,14-3-3 protein epsilon,YWHAE,23.4,20.2,20.5
M3VWG1_FELCA,14-3-3 protein gamma,YWHAG,20.9,19.9,20.2
A0A5F5XZJ4_FELCA,14-3-3 protein theta,YWHAQ,21.8,19.4,20
M3WVC7_FELCA,14-3-3 protein zeta/delta,YWHAZ,22.5,19.7,19.2
A0A5K1VG18_FELCA,14-3-3 protein zeta/delta,YWHAZ,20.3,14.9,14.3
A0A2I2UTC5_FELCA,Zinc finger C4H2-type containing,ZC4H2,15.8,20.4,20.2
A0A5F5XBP5_FELCA,Zymogen granule protein 16B,ZG16B,20.5,19.3,22.5
A0A337SLM1_FELCA,Zinc finger with KRAB and SCAN domains 1,ZKSCAN1,27.2,26.4,26.3
M3WPT0_FELCA,Zinc finger with KRAB and SCAN domains 1,ZKSCAN1,26.6,25.4,25.5
A0A2I2UXF5_FELCA,Zinc finger with KRAB and SCAN domains 1,ZKSCAN1,24.7,23.2,23.3
A0A5F5XU81_FELCA,Secreted and transmembrane 1,,28.5,21.4,22.7
A0A2I2U5G8_FELCA,Fibronectin type-III domain-containing protein,,25.7,25.7,25.6
A0A5F5XGI8_FELCA,Filaggrin,,22.5,16.5,16.8
A0A5F5Y249_FELCA,Envelope polyprotein,,23,23.2,23.2
A0A291NGR0_FELCA,IgA constant region,,25.3,21.5,21.4
A0A337S3R0_FELCA,Sushi domain-containing protein,,27.5,26.3,26.2
A0A5F5XER5_FELCA,Complement C3,,25.6,29.3,29.5
A0A5F5XL80_FELCA,Anaphylatoxin-like domain-containing protein,,25.9,29.1,29.2
A0A291NH43_FELCA,IgG lambda chain constant region,,15,17.2,16.4
A0A2I2V2Y7_FELCA,Sushi domain-containing protein,,26.6,23.6,23.4
A0A2I2ULZ3_FELCA,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),,25.2,18,19.9
M3W0R2_FELCA,SRCR domain-containing protein,,22.4,15.5,15
A0A337SP31_FELCA,Galectin,,20.6,18.4,18.6
T2HUL6_FELCA,Restriction factor for feline retrovirus X,,18.3,20.1,19.8
A0A291NH71_FELCA,Ig lambda variable,,28.2,25.2,25.9
A0A291NH36_FELCA,IgG lambda chain constant region,,31.6,29.9,30.1
A0A291NH39_FELCA,IgG lambda chain constant region,,20.6,20.3,19.3
A0A976N0B1_FELCA,Endogenous retrovirus group V member 2 Env polyprotein-like,,24.6,19.2,19.7
M3X050_FELCA,Ig-like domain-containing protein,,22.8,19.8,20
A0A291NGR2_FELCA,IgA constant region,,26.2,21.4,21.8
A0A2I2V460_FELCA,Trans-golgi network protein 2,,23.6,20.7,21.3
A0A337SE59_FELCA,"Keratin, type I cytoskeletal 19 (Cytokeratin-19) (Keratin-19)",,22.1,19.2,18.9
A0A291NGW6_FELCA,IgH variable region,,16.4,17.5,17.3
A0A291NGQ8_FELCA,IgA constant region,,32,26.8,27
A0A291NH16_FELCA,Ig kappa chain,,22.9,20.6,20.3
A0A291NHD0_FELCA,IgG constant region,,30.2,31.2,31.3
A0A291NH41_FELCA,Ig kappa chain,,19.4,16.5,17.1
M3X5X6_FELCA,Sushi domain-containing protein,,25.1,22.5,22.4
A0A291NGT6_FELCA,IgH variable region,,25,24.1,23.9
A0A2I2UCP1_FELCA,WAP domain-containing protein,,24.5,13.9,14.7
A0A5F5Y223_FELCA,Sushi domain-containing protein,,25.4,22.3,22.1
A0A2I2U526_FELCA,Cytochrome c domain-containing protein,,21.2,18.3,18.6
A0A5F5XCZ4_FELCA,Anaphylatoxin-like domain-containing protein,,24.4,26.7,26.6
A0A337SKT0_FELCA,EF-hand domain-containing protein,,20,18.7,18.9
A0A2I2UN09_FELCA,Ig-like domain-containing protein,,26.3,26.5,26.6
A0A5F5XS16_FELCA,Sushi domain-containing protein,,21.9,17.1,16.2
A0A291NH33_FELCA,IgG lambda chain constant region,,28.7,27.8,28.1
A0A5F5XWJ9_FELCA,Ig-like domain-containing protein,,19.6,18.4,18.2
A0A291NH74_FELCA,IgG lambda chain constant region,,28,26.3,26.1
M3X7R1_FELCA,Ig-like domain-containing protein,,24.5,22.6,22.7
A0A337S7U4_FELCA,Ig-like domain-containing protein,,27.4,28.1,28.4
T2HUV9_FELCA,Restriction factor for feline retrovirus X,,24.5,21.8,21.7
A0A337SA19_FELCA,Ig-like domain-containing protein,,19.4,19.7,19.8
A0A5F5XRP7_FELCA,Ig-like domain-containing protein,,19.9,16.7,16.8
A0A291NH73_FELCA,Ig lambda variable,,25.5,22.8,23.2
A0A5F5XZ87_FELCA,Sushi domain-containing protein,,25.1,22,21.9
A0A2I2V5I2_FELCA,Tripeptidyl-peptidase 1 (EC 3.4.14.9) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I),,25.3,21.6,21.9
A0A2I2UC18_FELCA,Phosphoglycerate kinase (EC 2.7.2.3),,21.5,18.3,18.4
A0A2I2ULR9_FELCA,14-3-3 protein epsilon,,23.5,20.8,21.1
A0A291NGT2_FELCA,IgH variable region,,25,24.3,24.1
A0A2I2U5M6_FELCA,Ig-like domain-containing protein,,16.5,17.6,17.8
A0A337SFW4_FELCA,Ig-like domain-containing protein,,19.1,15.3,14.5
A0A291NH67_FELCA,Ig lambda variable,,27.1,25.8,26.1
A0A337S672_FELCA,Butyrophilin-like protein 1,,20.1,16.6,17.5
A0A5F5Y4V7_FELCA,Ig-like domain-containing protein,,22.6,22.3,22.3
A0A5F5XUA3_FELCA,"Mucin 2, oligomeric mucus/gel-forming",,19.4,20.8,21.3
A0A2I2UR81_FELCA,Ig-like domain-containing protein,,23.4,19.6,19.9
A0A2I2U1K0_FELCA,Ig-like domain-containing protein,,23.9,22.6,22.7
A0A291NHD9_FELCA,IgG constant region,,29.4,30.5,30.6
A0A291NH87_FELCA,Ig lambda variable,,26.5,24.7,24.8
A0A337SLR6_FELCA,Folate receptor-like domain-containing protein,,24.4,15.9,16
M3XE23_FELCA,Immunoglobulin V-set domain-containing protein,,20.3,16.9,17.1
A0A291NH84_FELCA,Ig lambda variable,,19.1,17.2,17.5
A0A291NHB4_FELCA,Ig lambda variable,,24.5,22.9,23
A0A337S804_FELCA,Ig-like domain-containing protein,,24.3,22.2,22.5
A0A2I2U6W9_FELCA,MHC class I-like antigen recognition-like domain-containing protein,,22.1,18.4,17.7
A0A5F5XCM1_FELCA,Sushi domain-containing protein,,25.5,22.2,22.1
A0A337S723_FELCA,Histone H4,,23,18.6,18.9
A0A291NH77_FELCA,Ig lambda variable,,29.6,27,27.2
A0A5F5XIJ2_FELCA,Complement C3,,18.3,20.1,19.8
A0A291NGY8_FELCA,IgH variable region,,22.4,22.2,22.2
M3WIA6_FELCA,Amine oxidase (EC 1.4.3.-),,21.4,21.7,21.6
A0A291NGZ4_FELCA,Ig kappa chain,,29.7,27.2,27.3
A0A5F5XKA4_FELCA,Anaphylatoxin-like domain-containing protein,,19.5,22.9,22.6
A0A291NHC4_FELCA,Ig lambda variable,,21.9,21.2,20.9
A0A291NHA5_FELCA,Ig lambda variable,,25,23.5,23.4
A0A291NHG6_FELCA,IgG constant region,,22.4,25.3,25.9
A0A291NGZ9_FELCA,Ig kappa chain,,25,23,23.6
A0A337RXE8_FELCA,Heat shock protein family A (Hsp70) member 1B,,23.5,22.6,23.2
A0A5F5XT84_FELCA,Ig-like domain-containing protein,,18.5,17.8,18.4
A0A291NHE9_FELCA,IgG constant region,,22.8,24.7,24.6
A0A291NHA8_FELCA,Ig lambda variable,,23.5,21.4,21.7
A0A291NGT3_FELCA,IgH variable region,,24.3,24.2,24
A0A291NH42_FELCA,Ig kappa chain,,20.6,18.9,19.3
A0A5F5XMZ4_FELCA,SEA domain-containing protein,,23.4,17.7,18.5
A0A337S4X8_FELCA,CUB domain-containing protein,,19.7,18,18
Q9J054_FELCA,Infection accessory factor,,17.6,19.8,19.7
A0A2I2UI16_FELCA,Ig-like domain-containing protein,,23.2,22.2,22.6
A0A5F5XM97_FELCA,Anaphylatoxin-like domain-containing protein,,22.9,27,27.2
A0A5F5Y205_FELCA,Ig-like domain-containing protein,,22.7,20.4,20
O97640_FELCA,Fibrinogen A-alpha chain,,19.1,24.2,16.7
A0A291NH85_FELCA,Ig lambda variable,,25.4,23.3,23
A0A5F5Y0U4_FELCA,"Keratin, type II cytoskeletal 8 (Cytokeratin-8) (Keratin-8)",,21.3,16.5,15.5
A0A291NH29_FELCA,Ig kappa chain,,19.2,17,16.6
A0A5F5XZG6_FELCA,Ig-like domain-containing protein,,22.1,20.5,19.6
M1PYE6_FELCA,Keratin 72,,19.5,17.8,18
A0A337SA21_FELCA,Ig-like domain-containing protein,,16.9,12.8,13
A0A337S1X7_FELCA,Ig-like domain-containing protein,,23.5,22.6,22.6
A0A291NH90_FELCA,Ig lambda variable,,22,19.3,20.1
M3XG70_FELCA,SMB domain-containing protein,,19.2,16.8,16.8
A0A291NGT9_FELCA,IgH variable region,,21.1,20.3,20
A0A291NH93_FELCA,Ig lambda variable,,24.9,22.8,23
A0A291NGW2_FELCA,IgH variable region,,12.2,16.9,16.6
A9NJ73_FELCA,lysozyme (EC 3.2.1.17),,20.1,18.7,18.9
A0A291NH95_FELCA,Ig lambda variable,,22,22,21.2
A0A291NGX0_FELCA,IgH variable region,,15.2,15.5,14.9
A0A291NH81_FELCA,IgG lambda chain constant region,,25.5,23.2,23.4
A0A337SDR6_FELCA,Protein S100-A11 (Calgizzarin) (S100 calcium-binding protein A11),,18.5,18.3,18.7
A0A291NHA0_FELCA,Ig lambda variable,,24.7,21.9,21.7
A0A5F5XCM6_FELCA,Ig-like domain-containing protein,,21.4,20.8,20.8
A0A291NH00_FELCA,IgH variable region,,19.8,19.7,19.7
A0A291NHA9_FELCA,Ig lambda variable,,21.8,20.2,20.2
A0A291NGZ6_FELCA,Ig kappa chain,,27.8,25.4,25.5
A0A291NH96_FELCA,Ig lambda variable,,20.4,20.7,19
A0A291NHC0_FELCA,Ig lambda variable,,20.4,21.2,21.5
A0A291NHA2_FELCA,Ig lambda variable,,27.5,25.1,25.1
A0A291NHB8_FELCA,Ig lambda variable,,21.3,24.8,24.7
A0A5F5Y006_FELCA,CUB domain-containing protein,,15.9,20.8,21.8
A0A291NGV1_FELCA,IgH variable region,,20.9,20.4,20.1
A0A291NGW5_FELCA,IgH variable region,,19.8,18.5,18.2
A0A291NH02_FELCA,IgH variable region,,19.6,20.9,21.4
A0A291NGY1_FELCA,IgH variable region,,24.7,24.2,24.1
A0A291NGU6_FELCA,IgH variable region,,24.2,23.5,23.1
A0A291NGU9_FELCA,IgH variable region,,19.8,19.5,19.7
A0A291NGW9_FELCA,IgH variable region,,22.5,22,21.9
A0A291NGT1_FELCA,IgH variable region,,28.9,28.6,28.8
A0A337SA37_FELCA,Phospholipid scramblase,,21.3,17.8,18.1
A0A4P2TLQ8_FELCA,BAFF-R protein,,22.3,11.2,10
A0A2I2UM04_FELCA,Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8),,22.2,20.9,20.6
M3VU82_FELCA,Peptidase S1 domain-containing protein,,19.3,19.5,21
